category,topic,description,cloud terms
"Resume Layout, Formatting & Structural Standards","Page Setup, Spacing & Layout Rules","Page Setup, Spacing & Layout Rules establishes strict formatting parameters for technical resumes including single-column layouts, 1.0-1.15 line spacing, 0.5-1.0 inch margins, and single-page length for entry-level candidates.","Single-Column Layout, Line Spacing (1.0-1.15), Margins (0.5-1.0 in), Page Length Standards, Typography Rules, Clean Structure"
"Resume Layout, Formatting & Structural Standards",Complete Resume Formatting Audit Checklist,"Complete Resume Formatting Audit Checklist is a 4-part verification standard covering layout setup, typography hierarchy, consistency in dates/bullets, and file format compliance prior to job submission.","Formatting Audit, Typography Hierarchy, Date Consistency, Standard Bullet Points, PDF vs DOCX Standards, Document Audit"
Hands-On Coaching Methodologies & Live Blueprint,Active Learning & Workshop Exercises,Active Learning & Workshop Exercises provides practical student activities such as 'The Messy Resume Fix' and 'Build from Raw Data' to build critical recruiter-mindset self-editing skills.,"Messy Resume Fix, Raw Data Layout Build, Active Learning, Recruiter Mindset, Peer Review Exercises, Classroom Workshops"
Hands-On Coaching Methodologies & Live Blueprint,Live 1-on-1 Resume Review Session Blueprint,"Live 1-on-1 Resume Review Session Blueprint is a structured 30-45 minute live coaching agenda covering rapport, structural ATS scan, bullet transformation, keyword alignment, and actionable homework assignments.","Coaching Agenda, Live Review Session, Rapport Setting, Rapid Bullet Transformation, Actionable Homework, 1-on-1 Coaching"
Handling Edge Cases & Non-Traditional Candidates,Non-Traditional & Entry-Level Strategy,"Non-Traditional & Entry-Level Strategy provides section ordering and hierarchy rules for candidates with no direct IT experience, emphasizing homelabs, hands-on projects, GitHub repositories, and certifications above work history.","No Direct Experience, Homelabs, GitHub Repositories, Project Hierarchy, CompTIA Certifications, Hands-On Experience"
Handling Edge Cases & Non-Traditional Candidates,Retail & Non-IT Career Reframing,"Retail & Non-IT Career Reframing is the technique of translating non-IT customer service, retail cashier, and administrative job duties into high-value IT helpdesk, POS troubleshooting, and technical support accomplishments.","Transferable Skills, Non-IT Career Reframing, POS Support, Ticket Resolution, Customer Technical Support, SLA Standards"
Handling Edge Cases & Non-Traditional Candidates,Employment Gap Mitigation & Frame Strategy,"Employment Gap Mitigation & Frame Strategy is the methodology of constructively documenting career gaps through freelance work, self-study milestones, certifications, and volunteer technical projects.","Employment Gaps, Continuous Learning, Freelance Work, Volunteer Technical Projects, Self-Study Milestones, Resume Continuity"
Delivering Constructive Coaching Feedback,Praise-Critique-Action Feedback Model,"Praise-Critique-Action Feedback Model is a 3-step coaching framework that delivers supportive encouragement, explains underlying recruiter/ATS reasoning, and assigns concrete next steps to prevent student overload.","Praise-Critique-Action, Coaching Feedback, Recruiter Reasoning, Actionable Directives, Constructive Critique, Feedback Model"
ATS & Resume Optimization Tools,Automated Scanners & Plain-Text Verification,"Automated Scanners & Plain-Text Verification is the practical testing process using keyword matchers (Jobscan, Resume Worded) and plain-text Notepad exports to verify resume parsing readability.","Keyword Scanners, Jobscan, Resume Worded, Plain-Text Notepad Test, Parser Verification, Automated Matchers"
"Professional Email, Application & Outreach Standards",Professional Email ID Standards,"Professional Email ID Standards establishes baseline rules for clean candidate contact identifiers, avoiding slang, nicknames, birth years, or unprofessional handles that cause application rejections.","Professional Email Handles, Firstname Lastname Identifier, Identity Standards, Email Anti-Patterns, Candidate Professionalism"
"Professional Email, Application & Outreach Standards",Cover Letter & Email Application Architecture,Cover Letter & Email Application Architecture is the 3-paragraph structure and subject line standard for high-conversion job application emails and attached cover letters in PDF format.,"Email Application Architecture, 3-Paragraph Cover Letter, Subject Line Standard, PDF Attachment Etiquette, Outreach Standards"
"Professional Email, Application & Outreach Standards",Application Timing & Scheduling Strategy,"Application Timing & Scheduling Strategy defines optimal submission windows (Tuesday through Thursday, 8:00 AM - 10:00 AM) to maximize recruiter inbox visibility and open rates.","Application Timing, Recruiter Inbox Visibility, Scheduled Send, Peak Engagement Hours, Submission Windows"
Technical Portfolios & GitHub Integration,GitHub & Project Repository Standards,"GitHub & Project Repository Standards details repository architecture, clean README.md guidelines, code comments, terminal screenshots, and resume header hyperlinking for technical portfolios.","GitHub Portfolio, README Standards, Code Repository, Terraform, PowerShell Scripts, Bash, Visual Proof, Project Architecture"
LinkedIn Alignment & Online Presence,Profile Alignment & Recruiter Visibility,"Profile Alignment & Recruiter Visibility ensures resume-to-LinkedIn consistency and optimizes candidate headlines with target roles, certifications, and technical stack to attract recruiters.","LinkedIn Alignment, Keyword Headline Strategy, Open to Work Settings, Background Check Consistency, Recruiter Visibility"
Interview Bridging & Post-Interview Strategy,The STAR Method for Interview Bridging,"The STAR Method for Interview Bridging is the framework for converting resume bullet points into full behavioral and technical interview responses (Situation, Task, Action, Result).","STAR Method, Interview Bridging, Behavioral Interview Answers, Technical Storytelling, Quantified Outcomes, Interview Preparation"
Interview Bridging & Post-Interview Strategy,Post-Interview Thank-You Email Etiquette,"Post-Interview Thank-You Email Etiquette outlines the 24-hour follow-up protocol to express gratitude, cite specific technical discussion points, and reaffirm candidate value and interest.","Thank-You Email, Post-Interview Etiquette, 24-Hour Follow-Up, Value Reaffirmation, Interview Engagement, Candidate Follow-up"
Job Offer & Compensation Basics for Beginners,Entry-Level Offer & Compensation Evaluation,"Entry-Level Offer & Compensation Evaluation is the practice of evaluating total compensation packages, health benefits, 401(k) matching, certification reimbursement, remote savings, and professionally accepting or declining job offers.","Total Compensation, Offer Evaluation, 401k Matching, Tuition Reimbursement, Professional Acceptance, Offer Letter, Decline Etiquette"
Production Web Foundations & Frontend Delivery,Semantic HTML & Document Structure,"Semantic HTML and document structure explain how meaningful elements, headings, landmarks, lists, tables, and links create maintainable, accessible web experiences.","Semantic HTML, Document Outline, Landmarks, Headings, Links, Tables, Progressive Enhancement"
Production Web Foundations & Frontend Delivery,CSS Layout with Flexbox & Grid,"CSS layout with Flexbox and Grid covers responsive alignment, spacing, sizing, ordering, and composition for robust interface layouts.","CSS Flexbox, CSS Grid, Responsive Units, Intrinsic Sizing, Layout Composition, Container Queries"
Production Web Foundations & Frontend Delivery,JavaScript & TypeScript for Designers,"JavaScript and TypeScript for designers introduce variables, functions, events, data structures, types, and practical interaction logic for prototypes and products.","JavaScript, TypeScript, Events, Functions, Types, DOM, Interaction Logic"
Production Web Foundations & Frontend Delivery,"DOM, State & Interface Behavior","DOM and state fundamentals explain how interface components respond to user input, loading, success, failure, and changing application data.","DOM, UI State, Application State, Loading States, Error States, Component Behavior"
Production Web Foundations & Frontend Delivery,"Forms, Validation & Error Recovery","Forms, validation, and error recovery cover input constraints, inline feedback, server errors, recovery paths, and preserving user-entered data.","Form Design, Validation, Error Recovery, Input Constraints, Server Errors, Data Preservation"
Production Web Foundations & Frontend Delivery,Git & Version Control for Designers,"Git and version control teach branching, commits, pull requests, reviews, and collaboration practices for design and code changes.","Git, GitHub, Branches, Commits, Pull Requests, Code Review, Collaboration"
Production Web Foundations & Frontend Delivery,API Concepts for Product Designers,"API concepts explain requests, responses, resources, authentication, pagination, rate limits, and how interface designs depend on backend behavior.","APIs, REST, GraphQL, Requests, Responses, Pagination, Rate Limits"
Production Web Foundations & Frontend Delivery,Design-to-Code Handoff & Design QA,"Design-to-code handoff and design QA cover specifications, tokens, states, responsive behavior, acceptance criteria, and comparing implementation against intent.","Design Handoff, Design QA, Acceptance Criteria, Responsive States, Tokens, Implementation Review"
Production Web Foundations & Frontend Delivery,Component-Driven Development & Storybook,"Component-driven development and Storybook explain reusable UI components, documented variants, isolated testing, and shared design-development vocabulary.","Component-Driven Development, Storybook, Component Variants, Documentation, Visual Testing"
Production Web Foundations & Frontend Delivery,"Deployment, Environments & CI/CD","Deployment, environments, and CI/CD introduce local, staging, and production workflows, automated checks, release gates, rollback plans, and change visibility.","Deployment, Staging, Production, CI/CD, Release Gates, Rollbacks, Environment Variables"
Accessibility Implementation & Inclusive Product Quality,Keyboard-Only Interaction Testing,"Keyboard-only interaction testing verifies focus order, visible focus, skip links, menus, dialogs, traps, and complete task flows without a pointer.","Keyboard Testing, Focus Order, Focus Visible, Skip Links, Dialogs, Focus Traps"
Accessibility Implementation & Inclusive Product Quality,Screen Reader Testing Workflow,"Screen reader testing introduces accessible names, landmarks, heading navigation, announcements, reading order, and task-based assistive-technology checks.","Screen Readers, Accessible Names, Landmarks, Reading Order, Announcements, Assistive Technology"
Accessibility Implementation & Inclusive Product Quality,Accessible Forms & Error Messages,"Accessible forms and error messages cover labels, instructions, required fields, error identification, suggestions, summaries, and recovery without losing context.","Accessible Forms, Labels, Instructions, Error Identification, Error Suggestion, Recovery"
Accessibility Implementation & Inclusive Product Quality,"Accessible Dialogs, Menus & Overlays","Accessible dialogs, menus, and overlays explain roles, focus management, escape behavior, background interaction, and announcement patterns.","Dialogs, Menus, Overlays, Focus Management, Escape Behavior, ARIA"
Accessibility Implementation & Inclusive Product Quality,Accessible Status Messages & Live Regions,"Status messages and live regions cover how dynamic updates such as saves, errors, progress, and notifications reach assistive technologies without disruptive focus changes.","Status Messages, Live Regions, Notifications, Progress Updates, ARIA Live"
Accessibility Implementation & Inclusive Product Quality,"Motion, Animation & Reduced Motion","Motion and animation design addresses vestibular sensitivity, reduced-motion preferences, flashing content, transition alternatives, and user control.","Reduced Motion, Animation, Flashing Content, Vestibular Sensitivity, Motion Preferences"
Accessibility Implementation & Inclusive Product Quality,"Target Size, Dragging & Touch Accessibility","Target size, dragging, and touch accessibility cover pointer cancellation, alternative controls, minimum hit areas, and non-drag alternatives.","Target Size, Dragging Movements, Pointer Cancellation, Touch Accessibility, Alternative Controls"
Accessibility Implementation & Inclusive Product Quality,Accessibility Acceptance Criteria & Audits,"Accessibility acceptance criteria and audits turn WCAG requirements into testable product requirements, defect priorities, evidence, and release decisions.","WCAG 2.2, Acceptance Criteria, Accessibility Audit, Defect Severity, Conformance Evidence"
Accessibility Implementation & Inclusive Product Quality,Inclusive Research with Disabled Participants,"Inclusive research with disabled participants covers recruitment, accommodations, consent, assistive technology, respectful facilitation, and interpreting lived experience.","Inclusive Research, Disabled Participants, Accommodations, Consent, Research Ethics"
"Security, Privacy & Trustworthy UX","Authentication, Sessions & Account Recovery","Authentication, sessions, and account recovery explain sign-in, MFA, passkeys, session expiry, device recognition, recovery codes, and safe recovery journeys.","Authentication, MFA, Passkeys, Sessions, Account Recovery, Recovery Codes"
"Security, Privacy & Trustworthy UX","Authorization, Roles & Permissions","Authorization, roles, and permissions teach how to communicate access levels, invitations, ownership, sharing, and denied actions clearly and safely.","Authorization, RBAC, Permissions, Ownership, Sharing, Access Denied"
"Security, Privacy & Trustworthy UX",Threat Modeling for Product Designers,"Threat modeling for product designers identifies assets, actors, abuse cases, attack surfaces, mitigations, and design decisions that reduce security risk.","Threat Modeling, Abuse Cases, Attack Surface, Security Requirements, Risk Mitigation"
"Security, Privacy & Trustworthy UX",OWASP Risks & Secure Interaction Patterns,"OWASP risks and secure interaction patterns introduce broken access control, injection, insecure design, authentication failures, misconfiguration, and safe defaults.","OWASP Top 10 2025, Broken Access Control, Injection, Insecure Design, Secure Defaults"
"Security, Privacy & Trustworthy UX","Security Errors, Warnings & Recovery","Security errors, warnings, and recovery cover actionable messaging, avoiding information leakage, safe retry behavior, incident communication, and user support paths.","Security UX, Error Messages, Information Leakage, Recovery, Incident Communication"
"Security, Privacy & Trustworthy UX",Privacy by Design & Data Minimization,"Privacy by design and data minimization teach purpose limitation, collecting less data, retention limits, access controls, and lifecycle reviews.","Privacy by Design, Data Minimization, Purpose Limitation, Retention, Access Controls"
"Security, Privacy & Trustworthy UX","Consent, Preferences & Privacy Controls","Consent, preferences, and privacy controls cover plain-language choices, equal options, granular settings, revocation, and controls available throughout the user journey.","Consent, Privacy Choices, Preference Center, Revocation, Granular Controls, Plain Language"
"Security, Privacy & Trustworthy UX",Privacy Notices & Data Transparency,"Privacy notices and data transparency explain what is collected, why it is used, who receives it, how long it is kept, and how users exercise their rights.","Privacy Notice, Data Transparency, Data Use, Third Parties, User Rights"
"Security, Privacy & Trustworthy UX",Dark Patterns & Deceptive Design,"Dark patterns and deceptive design examine forced continuity, confirmshaming, hidden costs, biased defaults, obstruction, and ethical alternatives.","Dark Patterns, Deceptive Design, Confirmshaming, Forced Continuity, Ethical Design"
"Security, Privacy & Trustworthy UX","Children, Vulnerable Users & Safety","Children, vulnerable users, and safety cover age-appropriate defaults, higher protection needs, reporting, blocking, escalation, and minimizing harmful exposure.","Children's UX, Vulnerable Users, Safety, Reporting, Blocking, Age-Appropriate Design"
Product Analytics & Experimentation,North Star Metrics & Product Goals,"North Star metrics and product goals connect user value to measurable outcomes, supporting decisions without reducing experience quality to a single number.","North Star Metric, Product Goals, User Value, Business Outcomes, Guardrail Metrics"
Product Analytics & Experimentation,Event Taxonomy & Tracking Plans,"Event taxonomy and tracking plans define consistent names, properties, actors, timestamps, sources, privacy rules, and ownership for product analytics.","Event Taxonomy, Tracking Plan, Events, Properties, Data Dictionary, Analytics Governance"
Product Analytics & Experimentation,"Funnels, Activation & Onboarding Metrics","Funnels, activation, and onboarding metrics show where users start, progress, convert, abandon, and reach their first meaningful outcome.","Funnel Analysis, Activation, Onboarding, Conversion, Drop-Off, Time to Value"
Product Analytics & Experimentation,"Cohorts, Retention & Engagement","Cohorts, retention, and engagement analysis compare user groups over time and distinguish repeated value from superficial activity.","Cohort Analysis, Retention, Engagement, Churn, Repeat Usage, Segmentation"
Product Analytics & Experimentation,Experiment Design & Hypothesis Quality,"Experiment design and hypothesis quality cover treatment definitions, success metrics, guardrails, randomization, sample assumptions, and decision rules.","Experiment Design, Hypotheses, Randomization, Success Metrics, Guardrails, Decision Rules"
Product Analytics & Experimentation,A/B Testing Statistics for Designers,"A/B testing statistics for designers introduce effect size, confidence intervals, power, sample size, multiple comparisons, and practical significance.","A/B Testing, Statistical Power, Sample Size, Confidence Intervals, Effect Size, Significance"
Product Analytics & Experimentation,Qualitative and Quantitative Triangulation,"Qualitative and quantitative triangulation combines behavioral data, interviews, usability findings, surveys, and experiments to avoid overclaiming from one method.","Mixed Methods, Triangulation, Interviews, Surveys, Behavioral Data, Evidence"
Product Analytics & Experimentation,Analytics Dashboards & Decision Logs,"Analytics dashboards and decision logs present relevant trends, uncertainty, owners, actions, and follow-up checks for product teams.","Dashboards, Data Visualization, Decision Logs, Trends, Uncertainty, Product Reviews"
Product Analytics & Experimentation,Analytics Consent & Measurement Privacy,"Analytics consent and measurement privacy cover consent modes, data minimization, anonymization, retention, access, and avoiding covert tracking.","Analytics Privacy, Consent Mode, Anonymization, Retention, Tracking Controls"
"Performance, Reliability & Real-World Web UX","Core Web Vitals: LCP, INP & CLS","Core Web Vitals introduce LCP, INP, and CLS as practical measures of loading, interaction responsiveness, and visual stability.","Core Web Vitals, LCP, INP, CLS, Loading, Responsiveness, Visual Stability"
"Performance, Reliability & Real-World Web UX",Performance Budgets & UX Tradeoffs,"Performance budgets connect file size, requests, JavaScript execution, image weight, and interaction cost to user experience priorities.","Performance Budget, JavaScript Cost, File Size, Requests, UX Tradeoffs"
"Performance, Reliability & Real-World Web UX","Images, Fonts & Media Performance","Images, fonts, and media performance cover formats, responsive images, compression, font loading, video delivery, and visual quality tradeoffs.","Image Optimization, Responsive Images, Fonts, Compression, Video, Media Performance"
"Performance, Reliability & Real-World Web UX","Caching, CDN & Resource Delivery","Caching, CDNs, and resource delivery explain cache strategy, invalidation, compression, preloading, and delivering content close to users.","Caching, CDN, Cache Invalidation, Compression, Preload, Resource Delivery"
"Performance, Reliability & Real-World Web UX",Slow Networks and Low-End Devices,"Slow-network and low-end-device design tests realistic constraints and provides usable loading, retry, timeout, and partial-content experiences.","Slow Networks, Low-End Devices, Throttling, Loading UX, Timeout, Retry"
"Performance, Reliability & Real-World Web UX",Offline-First and Resilient Interaction,"Offline-first and resilient interaction cover cached content, optimistic updates, queued actions, synchronization, conflict handling, and communicating connection state.","Offline UX, Service Workers, Optimistic UI, Background Sync, Conflict Resolution"
"Performance, Reliability & Real-World Web UX","Loading, Empty, Error and Recovery States","Loading, empty, error, and recovery states create complete experiences for uncertainty, missing data, failed requests, permissions, and retry decisions.","Loading States, Empty States, Error States, Retry, Recovery, Partial Success"
"Performance, Reliability & Real-World Web UX",Progressive Web Apps & Installability,"Progressive Web Apps and installability explain manifests, service workers, offline behavior, update flows, notifications, and platform expectations.","PWA, Web App Manifest, Service Workers, Installability, Offline, Notifications"
"Content Design, SEO & Internationalization",Content Strategy and Content Modeling,"Content strategy and content modeling organize reusable content types, ownership, lifecycle, governance, and relationships across products.","Content Strategy, Content Model, Content Types, Governance, Content Lifecycle"
"Content Design, SEO & Internationalization",Plain Language and Reading-Level Design,"Plain-language and reading-level design improve comprehension through structure, familiar language, scannability, and testing with real users.","Plain Language, Readability, Reading Level, Scannability, Content Testing"
"Content Design, SEO & Internationalization",Search Intent and Information Findability,"Search intent and findability connect user questions, terminology, navigation, internal search, and content structure to successful discovery.","Search Intent, Findability, Internal Search, Terminology, Content Structure"
"Content Design, SEO & Internationalization",Technical SEO Essentials,"Technical SEO essentials cover crawlability, indexability, canonical URLs, redirects, metadata, sitemaps, structured data, and search-friendly rendering.","Technical SEO, Crawlability, Indexability, Canonical URLs, Redirects, Structured Data"
"Content Design, SEO & Internationalization","Search Result Titles, Snippets & Structured Data","Search result titles, snippets, and structured data explain how page content influences discoverability and user decisions in search results.","Title Tags, Meta Descriptions, Structured Data, Rich Results, Search Snippets"
"Content Design, SEO & Internationalization",Localization and Translation Workflows,"Localization and translation workflows cover source writing, translation memory, review, context, expansion, truncation, and release management.","Localization, Translation, Translation Memory, Context, Text Expansion, Review"
"Content Design, SEO & Internationalization",Right-to-Left and Bidirectional Interfaces,"Right-to-left and bidirectional interfaces address mirrored layouts, mixed-direction text, numbers, icons, navigation, and testing with native readers.","RTL, Bidirectional Text, Mirrored Layouts, Arabic UX, Hebrew UX, Localization QA"
"Content Design, SEO & Internationalization","International Dates, Numbers and Currencies","International dates, numbers, currencies, addresses, time zones, and measurement units prevent localization errors in forms, commerce, and communication.","Internationalization, Dates, Numbers, Currency, Time Zones, Addresses, Units"
"Product Delivery, Design Operations & Collaboration",Product Discovery and Opportunity Framing,"Product discovery and opportunity framing connect user problems, evidence, constraints, desired outcomes, and opportunity statements before solution design.","Product Discovery, Opportunity Framing, Problem Space, Outcomes, Constraints"
"Product Delivery, Design Operations & Collaboration","Requirements, User Stories and Acceptance Criteria","Requirements, user stories, and acceptance criteria translate user and business needs into testable behavior, edge cases, accessibility, and release conditions.","Requirements, User Stories, Acceptance Criteria, Edge Cases, Definition of Done"
"Product Delivery, Design Operations & Collaboration","Design Handoff, Specifications and Documentation","Design handoff, specifications, and documentation make states, behavior, responsive rules, content, tokens, and accessibility requirements clear to delivery teams.","Design Handoff, Specifications, States, Behavior, Design Documentation, Accessibility Requirements"
"Product Delivery, Design Operations & Collaboration",Design System Contribution and Versioning,"Design system contribution and versioning cover contribution models, breaking changes, deprecation, release notes, adoption, and maintaining component quality.","Design Systems, Versioning, Contribution Model, Deprecation, Release Notes, Adoption"
"Product Delivery, Design Operations & Collaboration",Design Tokens in Code and Theming,"Design tokens in code and theming connect semantic values across platforms while supporting modes, brands, contrast, and controlled change.","Design Tokens, Semantic Tokens, Theming, Modes, Brand Systems, Cross-Platform"
"Product Delivery, Design Operations & Collaboration",Design Critique and Decision Records,"Design critique and decision records create constructive review, evidence-based tradeoffs, recorded rationale, and clear ownership for unresolved questions.","Design Critique, Decision Records, Tradeoffs, Rationale, Ownership, Review"
"Product Delivery, Design Operations & Collaboration","Agile, Scrum and Continuous Discovery","Agile, Scrum, and continuous discovery explain how research, design, engineering, and product decisions can operate as a connected learning cycle.","Agile, Scrum, Continuous Discovery, Backlog, Iteration, Cross-Functional Teams"
"Product Delivery, Design Operations & Collaboration",Release Readiness and Product Quality Gates,"Release readiness and quality gates cover functional checks, accessibility, performance, analytics, content, security, localization, and rollback evidence.","Release Readiness, Quality Gates, Accessibility QA, Performance QA, Rollback"
"AI Product Design, Evaluation & Governance",AI Capability Mapping and Model Selection,"AI capability mapping and model selection compare task fit, latency, cost, privacy, reliability, modality, and failure consequences before implementation.","AI Model Selection, Capability Mapping, Latency, Cost, Privacy, Reliability"
"AI Product Design, Evaluation & Governance",AI Hallucination and Factuality Evaluation,"AI hallucination and factuality evaluation define test cases, source grounding, confidence communication, human review, and safe responses when the system is uncertain.","Hallucinations, Factuality, Grounding, Confidence, Human Review, Evaluation Sets"
"AI Product Design, Evaluation & Governance",Prompt Injection and Data Leakage UX,"Prompt injection and data leakage UX covers untrusted instructions, sensitive context, tool permissions, redaction, refusal, and communicating system boundaries.","Prompt Injection, Data Leakage, Untrusted Input, Redaction, Tool Permissions, Refusal"
"AI Product Design, Evaluation & Governance","AI Bias, Fairness and Inclusive Evaluation","AI bias, fairness, and inclusive evaluation examine representation, disparate performance, subgroup testing, accessibility, and remediation decisions.","AI Bias, Fairness, Subgroup Evaluation, Representation, Inclusive AI, Remediation"
"AI Product Design, Evaluation & Governance","AI Disclosure, Consent and User Control","AI disclosure, consent, and user control explain when users should know AI is involved, how to opt out, how to correct results, and how to request human support.","AI Disclosure, Consent, Opt-Out, User Control, Correction, Human Support"
"AI Product Design, Evaluation & Governance","AI Provenance, Copyright and Licensing","AI provenance, copyright, and licensing cover source records, generated asset permissions, attribution, commercial use, and communicating uncertainty about origins.","AI Provenance, Copyright, Licensing, Attribution, Asset Rights, Content Credentials"
"AI Product Design, Evaluation & Governance",Human-in-the-Loop Review and Escalation,"Human-in-the-loop review and escalation define when people approve, override, investigate, or stop AI outputs in consequential workflows.","Human-in-the-Loop, Escalation, Override, Consequential Decisions, Review Queues"
"AI Product Design, Evaluation & Governance",AI Incident Response and Change Management,"AI incident response and change management cover monitoring, user reports, rollback, model updates, regression tests, audit trails, and communicating material changes.","AI Incidents, Monitoring, Rollback, Model Updates, Regression Testing, Audit Trails"
"Commerce, Subscription & Transaction UX","Pricing, Plans and Transparent Comparison","Pricing, plans, and comparison design make cost, limits, taxes, renewal, cancellation, and meaningful differences understandable before commitment.","Pricing UX, Plan Comparison, Taxes, Renewal, Cancellation, Transparent Costs"
"Commerce, Subscription & Transaction UX","Cart, Checkout and Payment Failure Recovery","Cart, checkout, and payment failure recovery cover review, validation, payment errors, retries, duplicate prevention, receipts, and order confidence.","Checkout, Payments, Cart, Payment Errors, Retry, Duplicate Prevention, Receipts"
"Commerce, Subscription & Transaction UX","Refunds, Returns and Customer Support Flows","Refunds, returns, and customer support flows explain eligibility, evidence, status visibility, escalation, and humane recovery after a transaction problem.","Refunds, Returns, Support, Case Status, Escalation, Transaction Recovery"
"Commerce, Subscription & Transaction UX",Subscription Consent and Cancellation UX,"Subscription consent and cancellation UX address recurring charges, reminders, plan changes, cancellation visibility, retention offers, and avoiding obstruction.","Subscriptions, Recurring Billing, Cancellation, Consent, Retention Offers, Dark Patterns"
"Cybersecurity, Secure UX & Digital Resilience",Cybersecurity Mindset for Designers,"Cybersecurity mindset for designers introduces assets, threats, vulnerabilities, controls, risk, and the designer's role in reducing harm before implementation.","Cybersecurity, Assets, Threats, Vulnerabilities, Controls, Risk Thinking"
"Cybersecurity, Secure UX & Digital Resilience","CIA Triad: Confidentiality, Integrity & Availability","The CIA triad explains confidentiality, integrity, and availability through familiar product decisions such as sharing, editing, backups, and service reliability.","Confidentiality, Integrity, Availability, Data Protection, Reliability"
"Cybersecurity, Secure UX & Digital Resilience",Attack Surface Mapping for Digital Products,"Attack surface mapping identifies entry points across accounts, devices, APIs, integrations, uploads, admin tools, and third-party services.","Attack Surface, Entry Points, APIs, Integrations, Admin Tools, Third Parties"
"Cybersecurity, Secure UX & Digital Resilience",Abuse Cases and Misuse-Case Mapping,"Abuse cases and misuse-case mapping turn normal user journeys into scenarios for fraud, account takeover, harassment, data theft, and service abuse.","Abuse Cases, Misuse Cases, Account Takeover, Fraud, Harassment, Abuse Prevention"
"Cybersecurity, Secure UX & Digital Resilience",Secure Defaults and Fail-Safe Behavior,"Secure defaults and fail-safe behavior teach least privilege, safe configuration, explicit confirmation, and predictable protection when systems fail.","Secure Defaults, Least Privilege, Fail-Safe, Safe Configuration, Explicit Confirmation"
"Cybersecurity, Secure UX & Digital Resilience",Passwordless Authentication & Passkeys,"Passwordless authentication and passkeys explain phishing-resistant sign-in, device credentials, recovery tradeoffs, and clear fallback experiences.","Passkeys, WebAuthn, Passwordless, Phishing Resistance, Device Credentials, Recovery"
"Cybersecurity, Secure UX & Digital Resilience","OAuth, OpenID Connect & Social Login","OAuth, OpenID Connect, and social login cover delegated access, consent screens, scopes, identity providers, account linking, and safe disconnect flows.","OAuth, OpenID Connect, Social Login, Scopes, Account Linking, Delegated Access"
"Cybersecurity, Secure UX & Digital Resilience",Session Security and Device Management,"Session security and device management cover session expiry, logout everywhere, trusted devices, suspicious sessions, revocation, and security notifications.","Sessions, Device Management, Logout Everywhere, Revocation, Security Alerts"
"Cybersecurity, Secure UX & Digital Resilience",Phishing-Resistant Login and Recovery UX,"Phishing-resistant login and recovery UX addresses domain trust, anti-phishing cues, recovery codes, support verification, and avoiding insecure fallback paths.","Phishing Resistance, Login UX, Recovery Codes, Support Verification, Account Recovery"
"Cybersecurity, Secure UX & Digital Resilience","XSS, CSRF and Injection-Aware Interface Design","XSS, CSRF, and injection-aware interface design explains how rendering, user content, requests, and validation decisions can create attack opportunities.","XSS, CSRF, Injection, Output Encoding, Input Validation, Content Security Policy"
"Cybersecurity, Secure UX & Digital Resilience","SSRF, File Uploads and URL Preview Risks","SSRF, file uploads, and URL preview risks cover remote content fetching, file type validation, malware scanning, sandboxing, and safe preview behavior.","SSRF, File Uploads, URL Previews, Malware Scanning, Sandboxing, Validation"
"Cybersecurity, Secure UX & Digital Resilience","CORS, Cookies and Browser Security Boundaries","CORS, cookies, and browser security boundaries explain origins, credentialed requests, SameSite behavior, secure cookies, and cross-origin trust.","CORS, Cookies, SameSite, Secure Cookies, Origins, Browser Security"
"Cybersecurity, Secure UX & Digital Resilience",Content Security Policy & Security Headers,"Content Security Policy and security headers introduce browser-enforced controls that reduce script injection, framing, MIME confusion, and unsafe resource loading.","CSP, Security Headers, HSTS, Frame Protection, MIME Sniffing, Browser Controls"
"Cybersecurity, Secure UX & Digital Resilience","Secrets, Keys and Sensitive Configuration","Secrets, keys, and sensitive configuration cover secret storage, rotation, environment separation, exposure prevention, and safe incident response after leakage.","Secrets Management, API Keys, Key Rotation, Environment Separation, Credential Leakage"
"Cybersecurity, Secure UX & Digital Resilience",Software Supply Chain & Dependency Risk,"Software supply-chain and dependency risk covers package selection, lockfiles, updates, provenance, build systems, third-party scripts, and vendor trust.","Software Supply Chain, Dependencies, Lockfiles, SBOM, Build Integrity, Vendor Risk"
"Cybersecurity, Secure UX & Digital Resilience",Cryptography Concepts for Product Teams,"Cryptography concepts for product teams explain hashing, encryption, transport security, key management, digital signatures, and when to use established libraries.","Cryptography, Hashing, Encryption, TLS, Digital Signatures, Key Management"
"Cybersecurity, Secure UX & Digital Resilience","Security Logging, Alerting & Audit Trails","Security logging, alerting, and audit trails connect important actions to actors, time, device, outcome, detection, investigation, and user-visible accountability.","Security Logging, Alerting, Audit Trails, Detection, Investigation, Accountability"
"Cybersecurity, Secure UX & Digital Resilience",Incident Response and Breach Communication,"Incident response and breach communication cover preparation, containment, recovery, user notification, status updates, support scripts, and learning after an event.","Incident Response, Containment, Recovery, Breach Notification, Status Updates, Lessons Learned"
"Cybersecurity, Secure UX & Digital Resilience",Ransomware Resilience and Recovery Planning,"Ransomware resilience and recovery planning cover backups, restoration priorities, continuity, degraded modes, stakeholder communication, and testing recovery assumptions.","Ransomware, Backups, Recovery, Business Continuity, Disaster Recovery, Degraded Mode"
